"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"WESTJET AIR CENTER INC","Westjet Air Center Inc","20210422","grant","$60,118","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","South Dakota","RAPID CITY","","","","","","0","","privately held","","South Dakota","USA","business services","aviation service providers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Westminster College","Westminster College (MO)","20210113","grant","$726,992","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Missouri","","","","","","","0","","non-profit","","Missouri","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Westminster College","Westminster College (MO)","20210514","grant","$978,098","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Missouri","","","","","","","0","OPEID: 252300","non-profit","","Missouri","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Westminster College","Westminster College (PA)","20210113","grant","$1,243,400","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Pennsylvania","","","","","","","0","","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Westminster College","Westminster College (PA)","20210514","grant","$1,661,610","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 339200","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Westminster College","Westminster College (UT)","20210113","grant","$1,946,425","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Utah","","","","","","","0","","non-profit","","Utah","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Westminster College","Westminster College (UT)","20210514","grant","$2,562,458","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Utah","","","","","","","0","OPEID: 368100","non-profit","","Utah","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Arnold Palmer Regional","Westmoreland County Airport Authority","20210224","grant","$1,690,571","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: LBE","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Pennsylvania","Latrobe","","","","","","0","","government-owned","","Pennsylvania","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wheaton College","Wheaton College (IL)","20210113","grant","$1,946,325","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Illinois","","","","","","","0","","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wheaton College","Wheaton College (IL)","20210514","grant","$2,613,608","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Illinois","","","","","","","0","OPEID: 178100","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wheaton College","Wheaton College (MA)","20210113","grant","$1,266,048","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Massachusetts","","","","","","","0","","non-profit","","Massachusetts","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wheaton College","Wheaton College (MA)","20210514","grant","$1,750,960","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Massachusetts","","","","","","","0","OPEID: 222700","non-profit","","Massachusetts","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wichita Dwight D Eisenhower National","Wichita Airport Authority","20210224","grant","$4,401,663","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: ICT","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Kansas","Wichita","","","","","","0","","government-owned","","Kansas","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Wichita State University","Wichita State University","20210113","grant","$10,598,199","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Kansas","","","","","","","0","","non-profit","","Kansas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wichita State University Campus of Applied Sciences a Public","Wichita State University","20210113","grant","$4,385,657","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Kansas","","","","","","","0","","non-profit","","Kansas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wichita State University","Wichita State University","20210514","grant","$12,522,109","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Kansas","","","","","","","0","OPEID: 195000","non-profit","","Kansas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Salisbury-Ocean City Wicomico Regional","Wicomico County Airport Commission","20210224","grant","$1,038,834","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: SBY","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Maryland","Salisbury","","","","","","0","","government-owned","","Maryland","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Veterans Airport of Southern Illinois","Williamson County Airport Authority","20210224","grant","$1,006,147","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: MWA","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Illinois","Marion","","","","","","0","","government-owned","","Illinois","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wilmington International","Wilmington Airport Authority","20210224","grant","$3,730,088","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: ILM","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","North Carolina","Wilmington","","","","","","0","","government-owned","","North Carolina","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"WING AVIATION CHARTER SERVICES LLC","Wing Aviation Charter Services LLC","20210512","grant","$3,077,451","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Texas","HOUSTON","","","","","","0","","privately held","","Texas","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
